timestamp,date_GMT,status,attendance,home_team_name,away_team_name,referee,Game Week,Pre-Match PPG (Home),Pre-Match PPG (Away),home_ppg,away_ppg,home_team_goal_count,away_team_goal_count,total_goal_count,total_goals_at_half_time,home_team_goal_count_half_time,away_team_goal_count_half_time,home_team_goal_timings,away_team_goal_timings,home_team_corner_count,away_team_corner_count,home_team_yellow_cards,home_team_red_cards,away_team_yellow_cards,away_team_red_cards,home_team_first_half_cards,home_team_second_half_cards,away_team_first_half_cards,away_team_second_half_cards,home_team_shots,away_team_shots,home_team_shots_on_target,away_team_shots_on_target,home_team_shots_off_target,away_team_shots_off_target,home_team_fouls,away_team_fouls,home_team_possession,away_team_possession,Home Team Pre-Match xG,Away Team Pre-Match xG,team_a_xg,team_b_xg,average_goals_per_match_pre_match,btts_percentage_pre_match,over_15_percentage_pre_match,over_25_percentage_pre_match,over_35_percentage_pre_match,over_45_percentage_pre_match,over_15_HT_FHG_percentage_pre_match,over_05_HT_FHG_percentage_pre_match,over_15_2HG_percentage_pre_match,over_05_2HG_percentage_pre_match,average_corners_per_match_pre_match,average_cards_per_match_pre_match,odds_ft_home_team_win,odds_ft_draw,odds_ft_away_team_win,odds_ft_over15,odds_ft_over25,odds_ft_over35,odds_ft_over45,odds_btts_yes,odds_btts_no,stadium_name
1530021600,Jun 26 2018 - 2:00pm,complete,44073,Australia,Peru,Sergey Karasev,3,0.50,0.00,0.33,1.00,0,2,2,1,0,1,"","18,50",8,3,4,0,2,0,1,3,1,1,9,4,2,3,7,1,14,12,57,43,0.85,1.39,1.28,0.72,1.75,50,50,25,0,0,25,50,25,50,6.00,3.00,3.35,3.55,2.25,1.30,1.95,3.35,6.50,1.77,1.95,Olimpiyskiy Stadion Fisht (Sochi)
1530036000,Jun 26 2018 - 6:00pm,complete,64468,Nigeria,Argentina,Cüneyt Çakιr,3,1.50,0.50,1.00,1.00,1,2,3,1,0,1,"51","14,86",3,5,2,0,3,0,1,1,0,3,8,6,3,4,5,2,20,15,33,67,1.15,1.67,0.97,1.05,2.25,25,100,25,0,0,25,50,50,75,13.00,2.50,6.20,4.70,1.54,1.20,1.67,2.65,4.33,1.77,1.95,Saint-Petersburg Stadium
1530036000,Jun 26 2018 - 6:00pm,complete,43472,Iceland,Croatia,Cüneyt Çakιr,3,0.50,3.00,0.33,2.00,1,2,3,0,0,0,"76","53,90",10,5,3,0,2,0,0,3,1,1,14,10,6,2,8,8,10,11,38,62,0.94,1.14,1.67,1.02,2.25,25,100,25,0,0,25,50,50,75,7.50,3.00,3.40,3.35,2.20,1.38,2.15,4.05,7.50,1.91,1.77,Rostov Arena
1530108000,Jun 27 2018 - 2:00pm,complete,41835,South Korea,Germany,Mark Geiger,3,0.00,1.50,1.00,1.00,2,0,2,0,0,0,"90'2,90'6","",3,9,4,0,0,0,2,2,0,0,10,19,5,6,5,13,16,7,26,74,0.86,2.17,1.23,2.49,2.00,50,50,50,0,0,0,75,50,75,14.00,5.00,15.00,7.25,1.16,1.12,1.41,2.00,3.50,1.91,1.80,Kazan' Arena
1530108000,Jun 27 2018 - 2:00pm,complete,33061,Mexico,Sweden,Néstor Fabián Pitana,3,3.00,1.50,1.50,1.80,0,3,3,0,0,0,"","50,62,74",7,3,3,0,2,0,1,2,1,1,11,14,3,5,8,9,14,11,66,34,1.28,1.11,1.44,1.42,2.00,50,50,50,0,0,0,75,50,75,7.50,2.50,2.30,3.40,3.40,1.35,2.10,3.80,7.00,1.87,1.83,Ekaterinburg Arena
1530122400,Jun 27 2018 - 6:00pm,complete,44190,Serbia,Brazil,Alireza Faghani,3,1.50,2.00,1.00,2.00,0,2,2,1,0,1,"","36,68",5,9,3,0,0,0,1,2,0,0,7,9,2,6,5,3,13,7,42,58,1.21,2.14,1.05,1.36,2.00,50,75,25,0,0,0,50,50,100,11.50,4.50,6.00,4.20,1.62,1.21,1.67,2.70,4.50,1.69,2.05,Otkrytiye Arena
1530122400,Jun 27 2018 - 6:00pm,complete,43319,Switzerland,Costa Rica,Clément Turpin,3,2.00,0.00,1.25,0.33,2,2,4,1,1,0,"31,88","56,90'3",6,5,3,0,3,0,1,2,2,1,9,12,3,6,6,6,9,14,62,38,1.21,0.73,1.15,1.45,2.00,50,75,25,0,0,0,50,50,100,7.50,3.50,1.59,3.60,6.50,1.35,2.05,3.75,7.00,2.10,1.65,Stadion Nizhny Novgorod
1530194400,Jun 28 2018 - 2:00pm,complete,42189,Japan,Poland,Janny Sikazwe,3,2.00,0.00,1.00,1.00,0,1,1,0,0,0,"","59",5,7,1,0,0,0,0,1,0,0,7,7,3,2,4,5,11,8,54,46,1.09,0.98,0.98,0.82,3.25,75,100,100,25,0,50,100,75,100,9.00,3.00,2.90,3.10,2.80,1.37,2.15,3.95,7.50,1.83,1.87,Volgograd Arena
1530194400,Jun 28 2018 - 2:00pm,complete,41970,Senegal,Colombia,N/A,3,2.00,1.50,1.33,1.75,0,1,1,0,0,0,"","74",1,3,1,0,1,0,0,1,1,0,7,3,3,2,4,1,15,15,40,60,1.22,0.94,0.89,0.56,3.25,75,100,100,25,0,50,100,75,100,8.00,4.50,4.50,3.70,1.91,1.33,2.00,3.60,7.00,1.87,1.83,Samara Arena
1530208800,Jun 28 2018 - 6:00pm,complete,33973,England,Belgium,Damir Skomina,3,3.00,3.00,1.43,2.57,0,1,1,0,0,0,"","51",7,2,0,0,2,0,0,0,2,0,8,7,2,4,6,3,11,14,46,54,1.65,2.05,0.99,0.94,5.00,75,100,100,50,50,75,75,75,100,12.00,2.50,2.70,2.90,3.10,1.45,2.40,4.65,10.00,1.95,1.77,Kaliningrad Stadium (Kaliningrad)
